element,id,geometry,addr:city,addr:postcode,addr:street,amenity,check_date,name,name:kn,emergency,healthcare,addr:housename,designation,addr:district,addr:full,addr:state,level,source,wheelchair,addr:housenumber,name:en,operator,operator:short,operator:type,operator:wikidata,name:ta,addr:country,phone,website,email,healthcare:speciality,addr:floor,opening_hours,note,addr:subdistrict,short_name,branch,mobile,barrier,boundary,name:etymology:wikidata,wikidata,building,fixme:website,religion,alt_name,education,building:levels,description,wikipedia,landuse,old_name,payment:cash,payment:credit_cards,payment:debit_cards,payment:mastercard,payment:visa,roof:levels,roof:shape,toilets:wheelchair,grades,contact:phone,facebook,twitter,type,building:colour,layer,min_level
relation,4497967,"POLYGON ((77.7295014 12.97602, 77.7294935 12.9759159, 77.7299378 12.9758838, 77.7299245 12.9757094, 77.7298481 12.975715, 77.7298455 12.9756849, 77.729901 12.9756795, 77.7298981 12.9756439, 77.7298838 12.9754701, 77.7294919 12.9754984, 77.7294855 12.9754137, 77.7298551 12.975387, 77.7298287 12.9750404, 77.7296932 12.9750503, 77.7297078 12.9752425, 77.7295989 12.9752504, 77.7295818 12.9750255, 77.7293135 12.975045, 77.7293066 12.9749538, 77.7288314 12.9749882, 77.7288391 12.9750894, 77.7287693 12.9750945, 77.7287994 12.9754895, 77.7291501 12.9754642, 77.7291549 12.975527, 77.7288159 12.9755515, 77.72883 12.9757368, 77.7292121 12.9757092, 77.7292169 12.9757721, 77.7288494 12.9757986, 77.7288636 12.9759858, 77.7293152 12.9759532, 77.7293213 12.976033, 77.7295014 12.97602), (77.7289547 12.975221, 77.7291345 12.9752081, 77.7291437 12.9753301, 77.7289639 12.9753431, 77.7289547 12.975221))",,560066,,hospital,2025-06-24,Vydehi Institute Of Medical Sciences And Research Centre,,yes,,,,Bengaluru Urban,"82, Epip Area Nellurahalli White Field Road",Karnataka,,OpenGovernmentData;local knowledge,yes,,,,,,,,,,,,,,24/7,,,,,,,,,,hospital,,,,,4,,,,,yes,yes,yes,,,1,flat,yes,,,,,multipolygon,#eecfaf,1,-1
way,89781247,"POLYGON ((77.7058913 12.992861, 77.7063603 12.9928423, 77.7064912 12.9924216, 77.7065535 12.9922212, 77.7061156 12.9921149, 77.7060469 12.9923399, 77.7059451 12.9926728, 77.7058913 12.992861))","Hudi, Bangalore",,Graphite India Road,hospital,,ESI Dispensary,,,hospital,,,,,,,,,,,Employees' State Insurance,ESI,public,Q3595726,,,080 28524261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122157597,"POLYGON ((77.713565 12.9561646, 77.7136546 12.956203, 77.7141388 12.9562964, 77.7134009 12.9586563, 77.7128362 12.9585004, 77.7129523 12.9581227, 77.713565 12.9561646))",,,,hospital,,Karunashraya,ಕರುಣಾಶ್ರಯ,,hospital,,,,,,,,,,,,,,,,,,https://www.karunashraya.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124013168,"POLYGON ((77.713336 12.956216, 77.713565 12.9561646, 77.7129523 12.9581227, 77.712078 12.9579489, 77.7121102 12.9577816, 77.7121582 12.9576543, 77.7122282 12.9574888, 77.7123299 12.9573197, 77.7123982 12.9571946, 77.7124374 12.9571229, 77.7127325 12.9566471, 77.7128895 12.9561727, 77.713336 12.956216))",Bengaluru,560037,Varthur Road,hospital,2025-09-03,Sankara Eye Hospital,ಶಂಕರ ನೇತ್ರಾಲಯ,,hospital,,,Bengaluru Urban,"Varthur Main Road, Kundalahalli Gate, Marahahalli-White Field Road",Karnataka,,,,,,,,,,,,,https://www.sankaraeye.com,bangalore@sankaraeye.com,ophthalmology,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124782791,"POLYGON ((77.7275661 12.9802633, 77.727587 12.9803684, 77.7276716 12.9804146, 77.7277163 12.9804936, 77.7279564 12.98162, 77.7279934 12.9816747, 77.7280164 12.9817507, 77.7279249 12.9818599, 77.7282965 12.9826547, 77.7284639 12.9830536, 77.7286208 12.9833672, 77.7286515 12.9834331, 77.7307563 12.9824124, 77.7321044 12.9824401, 77.7330434 12.9824572, 77.7326074 12.9807109, 77.732965 12.980662, 77.7329969 12.9802933, 77.7327289 12.9800358, 77.7317697 12.9784154, 77.7298935 12.9783298, 77.7298984 12.9785213, 77.7299277 12.9793195, 77.7295647 12.9794754, 77.7295971 12.9795457, 77.7296425 12.9796445, 77.7281412 12.9802566, 77.7275661 12.9802633))",,,,hospital,,Sri Sathya Sai Institute of Higher Medical Sciences,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,Q483931,Q11308041,,,,,,,,,,,,,,,,,,,,,,,,,,
way,262198741,"POLYGON ((77.7053584 12.9555896, 77.705257 12.9555889, 77.7052582 12.955419, 77.7053597 12.9554197, 77.7053584 12.9555896))",,,,hospital,,Lions Seva Hospital,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,290187542,"POLYGON ((77.6657975 12.9610773, 77.6662637 12.9608637, 77.6665641 12.960801, 77.6669509 12.9607845, 77.6673634 12.9608219, 77.6676965 12.9608786, 77.6681225 12.9610153, 77.6682539 12.9617263, 77.6672454 12.9625209, 77.6655829 12.96378, 77.6653415 12.9639525, 77.6647822 12.9632004, 77.664553 12.9630324, 77.665157 12.9620988, 77.6652831 12.9619103, 77.6651962 12.9617786, 77.665341 12.9615851, 77.6657975 12.9610773))",,,,hospital,,HAL Hospital,ಎಚ್ಎಎಲ್ ಆಸ್ಪತ್ರೆ,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Hindustan Aeronautics Limited Hospital,,,,,,,,,,,,,,,,,,,,,,
way,346449367,"POLYGON ((77.7477389 12.9830027, 77.7479356 12.9829375, 77.7478862 12.982796, 77.7476895 12.9828611, 77.7477389 12.9830027))",,,,hospital,,Amrik Hospital,,no,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,346714039,"POLYGON ((77.7125706 12.9600078, 77.7126768 12.9600206, 77.7126902 12.9599161, 77.7125839 12.9599032, 77.7125706 12.9600078))",Bangalore,560037,"3rd Cross Road, Vaikuntam Layout",hospital,,Ways2Guide Speech Therapy Center,,,hospital,,,Bengaluru Urban,,,,,limited,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Speech Therapy Center,,,,,,,,,,,,,,,,,,,
way,346722362,"POLYGON ((77.6937069 12.9718552, 77.6938453 12.9718549, 77.6938451 12.9717686, 77.6937066 12.9717689, 77.6937069 12.9718552))",,560037,,hospital,2024-04-01,Government Primary Health Centre,ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಆರೋಗ್ಯ ಕೇಂದ್ರ,,hospital,,,Bangalore,"Vibhutipura Extension, Doddanekundi",Karnataka,,OpenGovernmentData,,,,,,,,,,,,,,,,,Bangalore East,,,,,,,,yes,,,,,1,,,,,,,,,,,,,,,,,,,,
way,346842857,"POLYGON ((77.7067542 12.9922729, 77.7068337 12.9919833, 77.7062076 12.9918301, 77.7061156 12.9921149, 77.7065535 12.9922212, 77.7067542 12.9922729))",,,,hospital,,Kinder Women's Hospital & Fertility Center,,yes,hospital,,,,,,,,yes,,,,,,,,,+91 80 2888 8880,https://kinderhospitals.com/,contactus.blr@kinderhospitals.com,gynaecology;urology;neonatology;paediatrics;plastic_surgery;anaesthetics;surgery;general;dermatology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,360342803,"POLYGON ((77.7455208 12.9587744, 77.7460376 12.9585061, 77.7457783 12.9579249, 77.7448289 12.9580124, 77.7448829 12.9585113, 77.7451587 12.9587404, 77.7455208 12.9587744))",,,,hospital,2025-06-03,Manipal Hospitals,ಮಣಿಪಾಲ ಆಸ್ಪತ್ರೆ,yes,hospital,,,,,,,,,,,,,,,,,,,,general;paediatrics;emergency;gynaecology,,,,,,,,,,,,,,,,,,,,,Columbia Asia Whitefield,,,,,,,,,,,,,,,,
way,360347699,"POLYGON ((77.7026868 12.9659818, 77.7025173 12.9657924, 77.7024194 12.9658755, 77.7025354 12.9660052, 77.7026392 12.9660223, 77.7026868 12.9659818))",,,,hospital,2025-05-31,Jeevika Hospital,ಜೀವಿಕ ಆಸ್ಪತ್ರೆ,yes,,,,,,,,survey,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,
way,598030834,"POLYGON ((77.729248 12.9879849, 77.7284196 12.9874446, 77.7280347 12.9879531, 77.7281352 12.9886978, 77.7287428 12.9885719, 77.72873 12.9884903, 77.728951 12.9884445, 77.729248 12.9879849))",Bangalore,560048,Whitefield Main Road,hospital,,Manipal Hospitals Whitefield,ಮಣಿಪಾಲ ಆಸ್ಪತ್ರೆ,yes,hospital,,,,,,,,yes,"Manipal Hospitals Whitefield #143, 212-2015",,,,,,,,1800 3001 4000,https://www.manipalhospitals.com/whitefield/,,general;paediatrics;orthopaedics;rheumatology;urology;radiology;gynaecology;endocrinology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,632111019,"POLYGON ((77.6975146 12.9754139, 77.6975872 12.9755052, 77.6976703 12.9757656, 77.6981534 12.9756673, 77.698003 12.97485, 77.6978685 12.9748629, 77.6975146 12.9754139))",,,,hospital,2025-08-16,Rainbow Children's Hospital,,yes,hospital,,,,,,,,yes,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,
way,674106057,"POLYGON ((77.7495473 12.9659431, 77.7492693 12.9660232, 77.7492247 12.9658762, 77.7492888 12.9658577, 77.7492931 12.9658722, 77.7495071 12.9658106, 77.7495473 12.9659431))",,,Whitefield Main Road,hospital,2025-07-12,Svastha Hospital,,yes,hospital,,,,,,,,yes,,,,,,,,,,,,neurology;dermatology;cardiology;pulmonology;plastic_surgery;physiatry;urology;fertility;internal;paediatrics;otolaryngology,,,,,,,,,,,,yes,,,,,3,,,,,,,,,,0,flat,yes,,,,,,,,
way,704936395,"POLYGON ((77.7496642 12.9687827, 77.7496936 12.9689609, 77.7493261 12.9690182, 77.7492967 12.9688401, 77.7494073 12.9688228, 77.7496642 12.9687827))",Bangalore,560066,Whitefield Main road,hospital,,Pushpa Nursing Home,,,hospital,,,,,,,,,284,,,,,,,,+917676548532,https://www.pushpanursinghome.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,796370470,"POLYGON ((77.6815939 13.0049601, 77.682416 13.0054446, 77.6831194 13.0043115, 77.6822973 13.0038271, 77.6815939 13.0049601))",,,,hospital,,ITI General Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072674743,"POLYGON ((77.7337266 12.9882441, 77.7341813 12.9882817, 77.7341671 12.9884436, 77.7337124 12.9884059, 77.7337266 12.9882441))",,,Sadarmangala Road,hospital,2025-07-05,Aster Women and Children Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,4,,,,,,,,,,1,flat,,,,,,,,,
way,1075362335,"POLYGON ((77.7466779 12.9591574, 77.7468962 12.9590636, 77.7467526 12.958774, 77.7465425 12.9588707, 77.7466779 12.9591574))",,,,hospital,2025-06-23,Motherhood Whitefield,,,hospital,,,,,,,,,,,,,,,,,18002585727,https://femiinthealth.com/,,maternity;gynaecology;paediatrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1082139631,"POLYGON ((77.7172014 12.966908, 77.7174116 12.9668674, 77.7173543 12.9665856, 77.7171441 12.9666261, 77.7172014 12.966908))",,,,hospital,,Apollo Cradle,,,hospital,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,1320013891,"POLYGON ((77.6654303 12.9705528, 77.6650922 12.9706789, 77.6643626 12.9708431, 77.6645116 12.9717043, 77.6652651 12.9717912, 77.6655519 12.9715891, 77.6656693 12.9715064, 77.6659955 12.9714295, 77.6659387 12.9710777, 77.6656978 12.9711268, 77.6656532 12.9710909, 77.665585 12.9709567, 77.6655111 12.9707637, 77.6654303 12.9705528))",,,,hospital,,BEML Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1347724899,"POLYGON ((77.7118744 12.9570192, 77.7123982 12.9571946, 77.7124374 12.9571229, 77.7127325 12.9566471, 77.7128895 12.9561727, 77.7120465 12.9562203, 77.7118744 12.9570192))",,,,hospital,,Sri Vishveshathirtha Memorial Hospital,,yes,hospital,,,,,,,,,,,,,,,,,,,,,,,,,SVM Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1421739175,"POLYGON ((77.701377 13.0210779, 77.7019362 13.0210492, 77.7019738 13.0206389, 77.7017424 13.0205961, 77.7017416 13.0205293, 77.7014212 13.0204392, 77.7013636 13.0207473, 77.7014387 13.0207656, 77.701377 13.0210779))",,560036,,hospital,,Shanthinilaya Hospital,,,,,,Bengaluru Urban,"K.R.Puram, Battarahalli, Bengaluru",Karnataka,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1432357757,"POLYGON ((77.7179329 12.9671994, 77.7180281 12.9671975, 77.7180211 12.9668727, 77.7179259 12.9668747, 77.7179329 12.9671994))",,,,hospital,,Mahanandi,ಮಹಾನಂದಿ ಆಸ್ಪತ್ರೆ,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,
way,1511814372,"POLYGON ((77.7342069 12.9884636, 77.734215 12.9882652, 77.7337056 12.9882286, 77.7334595 12.9897065, 77.7339111 12.9897773, 77.7342043 12.9885266, 77.7342069 12.9884636))",,560048,,hospital,,Aster Whitefield Hospital,,,hospital,,,Bengaluru Urban,"Plot No.3 and 4, Sadaramangala Industrial Area, Near Itpl",Karnataka,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,
